0.000000000000000000e+00,-6.669677495956420898e-01,-9.553225040435791016e-01
2.500000000000000205e-06,2.246996106457552558e-02,-4.368093461076126838e-01
5.000000000000000409e-06,5.254413783413346417e-01,5.599059760260647334e-01
7.500000000000001037e-06,4.796679914217307772e-01,4.511298239556160716e-01
1.000000000000000082e-05,1.911075339012988650e-01,6.273805353495645609e-02
1.250000000000000060e-05,3.427439556456285397e-02,-6.165672466222179432e-02
1.500000000000000207e-05,2.529980893693751717e-02,-2.348807687644738351e-02
1.750000000000000186e-05,6.323044559983269364e-02,-1.405244180349242249e-02
2.000000000000000164e-05,1.153059080085945126e-01,-1.081852316470605091e-01
2.250000000000000142e-05,2.257727235114342368e-01,-3.741218297875081311e-01
2.500000000000000120e-05,4.725974275777877764e-01,-4.924864173204432927e-01
2.750000000000000098e-05,7.824790576248586982e-01,-1.963051211285504749e-01
3.000000000000000415e-05,9.479885995293312329e-01,2.831566034219759609e-01
3.250000000000000393e-05,8.032658995371407817e-01,5.546004175967428340e-01
3.500000000000000371e-05,3.855093123385451848e-01,3.516556771120481484e-01
3.750000000000000349e-05,-8.976921769613182764e-03,2.096766307415161290e-01
4.000000000000000327e-05,-2.809459267893530954e-01,3.228151351124263768e-01
4.250000000000000305e-05,-5.104631780637798322e-01,1.978153438618431847e-01
4.500000000000000283e-05,-6.254442334093276434e-01,-1.081508396477816603e-01
4.750000000000000262e-05,-5.170998574531849856e-01,-2.983374446485981268e-01
5.000000000000000240e-05,-2.335548812383290429e-01,-1.162191352148487788e-01
5.250000000000000218e-05,-1.648506015868293414e-02,3.598362725937531148e-01
5.500000000000000196e-05,-1.102399898717447146e-01,7.230231313910241431e-01
5.750000000000000174e-05,-4.968844947452241700e-01,5.995627346328766816e-01
6.000000000000000830e-05,-8.359575866105348751e-01,-7.479684394413000856e-03
6.250000000000000130e-05,-8.896498979404733332e-01,-6.688932176788722206e-01
6.500000000000000786e-05,-4.542514090414327965e-01,-7.967256011792007708e-01
6.750000000000000086e-05,1.781249712633100335e-01,-6.912233947038312620e-02
7.000000000000000742e-05,4.761986881518235903e-01,7.308073935991977743e-01
7.250000000000000043e-05,2.140555012956930625e-01,6.534549594453270549e-01
7.500000000000000698e-05,-2.874925281189750215e-01,6.720840634082771992e-01
7.749999999999999999e-05,-7.297640290715627920e-01,2.460450610350260192e-01
8.000000000000000654e-05,-9.285643398549752181e-01,-4.626924985460847961e-01
8.250000000000001310e-05,-6.814057235853867578e-01,-8.759538530884799501e-01
8.500000000000000611e-05,-4.524781991782968887e-02,-4.516894974731632262e-01
8.750000000000001266e-05,4.514479038496024277e-01,4.902583801451864676e-01
9.000000000000000567e-05,4.343591930864926232e-01,4.535780404063003424e-01
9.250000000000001223e-05,1.635081025576730074e-01,8.841328720652330553e-02
9.500000000000000523e-05,-1.558580041542149876e-03,3.163949019269682306e-02
9.750000000000001179e-05,-6.740945570950035437e-02,1.570525391160376705e-01
1.000000000000000048e-04,-1.558445839592769999e-01,3.115385471216142732e-01
1.025000000000000113e-04,-3.312807527652343320e-01,3.684514985054651026e-01
1.050000000000000044e-04,-5.417871473053287312e-01,1.833374950917097679e-01
1.075000000000000109e-04,-6.389480531332206725e-01,-1.479969840396483105e-01
1.100000000000000039e-04,-5.007123354319988895e-01,-3.199698031106877893e-01
1.125000000000000105e-04,-1.971297193561993288e-01,-8.917464929258674122e-02
1.150000000000000035e-04,8.970276844992129336e-03,4.203295999075468137e-01
1.175000000000000100e-04,-1.261052708238389330e-01,7.659100292614930972e-01
1.200000000000000166e-04,-5.395766788895175470e-01,5.810172415590583173e-01
1.225000000000000231e-04,-8.704603758405827785e-01,-7.591622589738414306e-02
1.250000000000000026e-04,-8.888500932210441352e-01,-7.374569170874093471e-01
1.275000000000000092e-04,-4.031653041336232257e-01,-7.983277892753727345e-01
1.300000000000000157e-04,2.395900405433379066e-01,9.592318225034614926e-03
